menu_section,restaurant_object_key,menu_item_name,description,menu_name,price,menu_item_extraction_date,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,menu_source,app_filter,airport,datetime_timestamp,standardized_category,standardized_category_v1,main_category,sub_category,size
Chicken,2253507,Buffalo Ranch Snack Wrap,(370 cal.),Full Menu,3.69,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Caesar Dips,1769259,Caesar Dip,flavorful dipping sauce,Full Menu,1.06,2025-10-31,https://littlecaesars.com/en-us/store/6812,https://littlecaesars.com/en-us/store/6812,https://littlecaesars.com/en-us/menu,https://www.yelp.com/biz/little-caesars-pizza-waldorf-2,false,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Quick Picks,1986344,Chicken Alfredo Pasta,grilled chicken breast and creamy alfredo sauce is mixed with penne pasta and baked to creamy perfection.,Menu,8.29,2025-10-31,https://www.dominos.com,https://www.dominos.com,null,https://www.ubereats.com/store/dominos-11937-georgia-ave/4zoubneXV3aK0A1u1CheYw,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Oven-baked Pastas,1986344,Chicken Alfredo Pasta,try our savory chicken alfredo pasta. grilled chicken breast and creamy alfredo sauce is mixed with penne pasta and baked to creamy perfection.,Menu,8.29,2025-10-31,https://www.dominos.com,https://www.dominos.com,null,https://www.ubereats.com/store/dominos-11937-georgia-ave/4zoubneXV3aK0A1u1CheYw,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Wraps And Sandwiches,539078,Chicken Wrap,null,All Day Menu,11.0,2025-10-31,http://bosphorusbistro.com/,http://bosphorusbistro.com/,https://masked.com/,https://www.opentable.com/r/bosphorus-bistro-baltmore,true,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Burgers & Sandwiches,1759150,Crab Cake Sandwich Broccoli,broiled jumbo lump crab cake made in the maryland tradition. served with choice of side.,Full Menu,2.5,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Draft Beer Selections,643176,"Dc Brau, India Pale Ale ""the Corruption"" Washington D.c.%",null,Drink Menu,9.0,2025-10-31,http://www.lenfantbarandgrill.com,http://www.lenfantbarandgrill.com,http://places.singleplatform.com/lenfant-plaza-hotel/menu,https://www.opentable.com/r/lenfant-bar-and-grill-washington,true,DCA,2025-11-03T07:02:20.896Z,null,"Beer, Seltzer & Cider",null,null,null
Draft Beer,1704403,Devil's Backbone Vienna Lager,null,Rye Bar Menu,8.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,"Beer, Seltzer & Cider",null,null,null
Bottled Beer,1704403,"Dogfish Head ""90 Minute Ipa"", Milton, De",null,Rye Bar Menu,10.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,"Beer, Seltzer & Cider",null,null,null
Tequila / Mezcal,1704403,Don Julio 1942 Anejo,mexico,Roof Top Lunch Menu,32.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Burgers,2253507,Double Bacon Quarter Pounder With Cheese,(850 cal.),Full Menu,9.69,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Individual Items,2253507,Double Bacon Quarter Pounder With Cheese,(850 cal.),Full Menu,9.69,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Overstuffed Subs,764406,"Filet Of Fish Sub (12"" Whole)","fish on white sub roll with your choice of cheese and by choice of free fixings: lettuce, tomatoes, mayonnaise, fried onions, raw onions, hot peppers, ketchup, mustard, pickles, oil and vinegar, salt and pepper, oregano, parmesan cheese.",Full Menu,13.99,2025-10-31,https://www.pizzabolis.com/locations/severna-park/,https://www.pizzabolis.com/locations/severna-park/,https://www.pizzabolis.com/menu/,https://www.yelp.com/biz/pizza-bolis-severna-park-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Extra Sauces,1728557,Garlic Parm Sauce,"2-ounce side of garlic parm sauce, flavored with parmesan, roasted garlic, and italian herbs.",Full Menu,1.9,2025-10-31,https://order.charleys.com/menu/springfield-town-center/,https://order.charleys.com/menu/springfield-town-center/,https://www.charleys.com/menu/,https://www.yelp.com/biz/charleys-cheesesteaks-springfield-3,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Happy Meal,2253507,Hamburger Happy Meal,(380-510 cal.),Full Menu,3.82,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Combo,null,null,null
Sides,1644896,Honey Corn Bread,null,Menu,5.99,2025-10-31,null,null,null,https://www.ubereats.com/store/rich-kitchen/4kMf3WWbTGqRiDwW00Se4Q,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Sandwiches,1144551,Italian Cold Cut,"prosciutto, capicola, soppressata, provolone, roasted pepper, lettuce, onion, baguette, chips. available as a half sandwich with your choice of a side salad or cup of wedding soup",Lunch Menu,9.0,2025-10-31,http://www.ricciutis.com/,http://www.ricciutis.com/,https://masked.com/,https://www.opentable.com/r/ricciutis-restaurant,true,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Subs/sandwich/gyro,1754299,Italian Cold Cut,sliced italian deli meats and smoked provolone cheese with lettuce and tomato. served with mayo.,Full Menu,9.99,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Deli Specialties,1554546,Italian Cold Cut,"assorted italian meats, provolone cheese, lettuce, tomato, and house dressing served on a fresh sub roll.",Full Menu,10.4,2025-10-31,http://bakeryexpressmsdesserts.com/,http://bakeryexpressmsdesserts.com/,null,https://www.yelp.com/biz/bakery-express-halethorpe,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Soup,815449,Kang Seen,"gluten free : beef, bean sprout, scallion.",Full Menu,13.0,2025-10-31,https://www.laosintown.com,https://www.laosintown.com,https://docs.wixstatic.com/ugd/3d46c9_12572da786314c7da5f2a1ed66e2965c.pdf,https://www.yelp.com/biz/laos-in-town-washington-3,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Special Rolls,763607,Kobe Japan Roll,"hibachi chicken, beef, shrimp, cucumber, avocado with soybean paper.",Full Menu,16.95,2025-10-31,http://www.kobejapanmd.com,http://www.kobejapanmd.com,null,https://www.yelp.com/biz/kobe-japan-hibachi-and-sushi-silver-spring,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Beverages,854606,Laziza,"please pick your flavour.apple,peach,strawberry,pomegranate",Full Menu,4.99,2025-10-31,http://www.yummykabobva.com,http://www.yummykabobva.com,https://mymozo.com/myrestaurant/default?companyid=901,https://www.yelp.com/biz/yummy-kabob-annandale-2,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Shared Plates,2236748,Lobster Mac & Cheese,cavatappi with delicate lobster meat tossed in a parmesan cream sauce. covered in our four cheese cheddar blend and garlic-parmesan bread crumbs.,Weekend Menu,14.0,2025-10-31,https://www.grilledcheesedc.com,https://www.grilledcheesedc.com,http://eat.chownow.com,https://www.opentable.com/r/gcdc-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Share Plates,2236748,Lobster Mac & Cheese,cavatappi with delicate lobster meat tossed in a parmesan cream sauce. covered in our four cheese cheddar blend and garlic-parmesan bread crumbs.,Evening Menu,14.0,2025-10-31,https://www.grilledcheesedc.com,https://www.grilledcheesedc.com,http://eat.chownow.com,https://www.opentable.com/r/gcdc-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Lunch Deals,1754299,"Lunch Deal - Soup, Salad & Breadsticks","enjoy fresh italian salad, warm breadsticks and your choice of soup.",Full Menu,12.99,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Rose & Moscato By The Glass,643176,"Moscato, 1895 Bodega Norton, Argentina",null,Drink Menu,12.0,2025-10-31,http://www.lenfantbarandgrill.com,http://www.lenfantbarandgrill.com,http://places.singleplatform.com/lenfant-plaza-hotel/menu,https://www.opentable.com/r/lenfant-bar-and-grill-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Burgers & Sandwiches,1759150,Shrimp Salad Sandwich Tossed Salad With Th,"shrimp steamed daily and seasoned with old bay, a favorite with our guests! served with choice of side.",Full Menu,4.0,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Tacos,1424298,Shrimp Tacos,"served with handmade corn tortillas, cilantro, onions, radish and lime.",Menu,4.0,2025-10-31,https://www.ezcater.com/catering/pvt/guajillo-chalateco-3,https://www.ezcater.com/catering/pvt/guajillo-chalateco-3,null,https://www.ubereats.com/store/guajillo-chalateco/wCbvW9IWSb2T2C5qBdZKUg,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Tequila | Mezcal,1704403,"Siete Leguas Blanco, Mx",null,Rye Bar Menu,18.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Popeyes X Hot Ones,1195743,Smokin' Rojo Chicken Sandwich Combo,[spicy] crispy chicken filet with los calientes rojo spread and pickles on a toasted brioche bun. includes a side and a drink of your choice.,Popeyes.,11.99,2025-10-31,null,null,null,https://www.ubereats.com/store/popeyes-louisiana-kitchen-5896-leesburg-pike/vuuKbEerVry3-kw3_WdkYA,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Shareables,2266885,Spicy Mini Dumplings,null,Takeout,8.0,2025-10-31,http://ashburn.hotpotlegend.us,http://ashburn.hotpotlegend.us,null,https://www.toasttab.com/local/order/hotpotlegendashburn/r-e0efb121-bec4-41a2-9165-70f82f6cd40e,true,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Tapas,2219658,Street Tacos,"chorizo pineapple or braised chicken cheese, crema, cilantro, onion",Main Menu,9.0,2025-10-31,http://www.copakitchenbar.com/,http://www.copakitchenbar.com/,https://masked.com/,https://www.opentable.com/r/copa-kitchen-and-bar-arlington,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Stuffed Crust Pizzas,1769259,Stuffed Crazy Crust Pepperoni,"large round pepperoni pizza with a stuffed crust brushed with our signature crazy crust, a buttery-flavored garlic spread sprinkled with parmesan.",Full Menu,17.32,2025-10-31,https://littlecaesars.com/en-us/store/6812,https://littlecaesars.com/en-us/store/6812,https://littlecaesars.com/en-us/menu,https://www.yelp.com/biz/little-caesars-pizza-waldorf-2,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Fruit Blend Smoothies,2152771,Sunrise Sunset,"strawberries, pineapple, mango & orange juice",Full Menu,7.19,2025-10-31,https://locations.tropicalsmoothiecafe.com/va/manassas/10884-sudley-manor-drive,https://locations.tropicalsmoothiecafe.com/va/manassas/10884-sudley-manor-drive,https://www.tropicalsmoothiecafe.com/menu/,https://www.yelp.com/biz/tropical-smoothie-cafe-manassas-6,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Chicken & Wings,1986344,Sweet Mango Habanero Wings,"marinated and oven-baked, then smothered in sweet mango habanero sauce.",Menu,11.49,2025-10-31,https://www.dominos.com,https://www.dominos.com,null,https://www.ubereats.com/store/dominos-11937-georgia-ave/4zoubneXV3aK0A1u1CheYw,false,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Red,860799,Tempranillo | Vina Real Crianza | Rioja | 2015 - Bottle,null,Dinner Menu,52.0,2025-10-31,http://www.sonomadc.com/,http://www.sonomadc.com/,http://www.sonomadc.com/#menus,https://www.opentable.com/r/sonoma-restaurant-and-wine-bar-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Soup & Salad,793060,Tibetan Thukpa Soup* ^ - Chicken,traditional tibetan soup. vegetables and flat stretched homemade pasta with spices,Main Menu,9.0,2025-10-31,http://himalayanheritagedc.com,http://himalayanheritagedc.com,http://dc.himalayanheritagedc.com/menu.html,https://www.opentable.com/himalayan-heritage-restaurant-and-bar,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Chardonnay,509292,"Tre Terre By F.carano, 2007, R.river,cal - 6oz","creamy white wine with refreshing flavors of citrus, pear, green apple and toast",Wine List,8.0,2025-10-31,http://ezmedc.com/,http://ezmedc.com/,https://masked.com/,https://www.opentable.com/r/ezme-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Burgers,2253507,Triple Cheeseburger,(530 cal.),Full Menu,5.16,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
100% Beef Burgers,1740463,Triple Cheeseburger,"three juicy quarter-pound patties, three strips of crispy bacon, provolone cheese, and all-american sauce. piled high with pickles, onions, tomatoes, and fresh lettuce on a toasted brioche bun.",Full Menu,17.39,2025-10-31,https://theburgerden.com,https://theburgerden.com,https://theburgerden.com/menu-2/,https://www.yelp.com/biz/the-burger-den-waldorf,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Individual Items,2253507,Triple Cheeseburger,(530 cal.),Full Menu,5.16,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Combos,762511,Turkey Bacon Ranch Combo,"smoked turkey breast, pepper bacon, sharp cheddar cheese topped with peppercorn ranch, mayo, lettuce, tomato, and onion.",Full Menu,20.8,2025-10-31,http://firehousesubs.com/menu,http://firehousesubs.com/menu,http://order.firehousesubs.com/menu?service-mode=TAKEOUT&store-number=784,https://www.yelp.com/biz/firehouse-subs-westminster,false,DCA,2025-11-03T07:02:20.896Z,null,Combo,null,null,null
Cold Subs,1732400,9 Club Supreme,"roast beef, turkey, swiss, applewood smoked bacon and mayo. served mike's way with onions, lettuce, tomato, vinegar, oil, oregano, and salt.",Full Menu,13.3,2025-10-31,https://www.jerseymikes.com/6083/bristow-va,https://www.jerseymikes.com/6083/bristow-va,https://www.jerseymikes.com/menu,https://www.yelp.com/biz/jersey-mikes-subs-bristow,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Beer,860799,Amber Lager | Yuengling | Pennsylvania - Can (12 Oz),null,Dinner Menu,6.0,2025-10-31,http://www.sonomadc.com/,http://www.sonomadc.com/,http://www.sonomadc.com/#menus,https://www.opentable.com/r/sonoma-restaurant-and-wine-bar-washington,true,DCA,2025-11-03T07:02:20.896Z,null,"Beer, Seltzer & Cider",null,null,null
Featured Items,1397116,Bacon Double Stack Biggie Bag,"two fresh, never-frozen beef patties, applewood smoked bacon, cheese, ketchup, mustard, pickle and onion. bacon makes even the double stack better.",Menu,8.54,2025-10-31,https://www.wendys.com,https://www.wendys.com,https://menu.wendys.com,https://www.ubereats.com/store/wendys-1320-merritt-blvd/ekB6ViNuTjeLx4UtoUa_0w,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Meal Deals,1397116,Bacon Double Stack Biggie Bag,"two fresh, never-frozen beef patties, applewood smoked bacon, cheese, ketchup, mustard, pickle and onion. bacon makes even the double stack better.",Menu,8.54,2025-10-31,https://www.wendys.com,https://www.wendys.com,https://menu.wendys.com,https://www.ubereats.com/store/wendys-1320-merritt-blvd/ekB6ViNuTjeLx4UtoUa_0w,false,DCA,2025-11-03T07:02:20.896Z,null,Combo,null,null,null
Brunch Meats,2092080,Beef Sausage Links,null,Bottomless Mimosa Brunch Menu,5.45,2025-10-31,https://www.oohhsnaahhs.com,https://www.oohhsnaahhs.com,http://oohhsnaahhs.com/menu,https://www.opentable.com/r/oohhs-and-aahhs-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Salads,2172626,Beet & Shrimp,"frisee, sliced red beet, spinach, granny smith apple, candied pecan",Lunch,13.0,2025-10-31,http://www.unionstreetpublichouse.com/,http://www.unionstreetpublichouse.com/,https://www.unionstreetpublichouse.com/menus,https://www.opentable.com/r/union-street-public-house,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Salads,2172626,Beet & Shrimp,"frisee, red beet, spinach, shaved granny smith apple, candied pecan",Brunch,16.0,2025-10-31,http://www.unionstreetpublichouse.com/,http://www.unionstreetpublichouse.com/,https://www.unionstreetpublichouse.com/menus,https://www.opentable.com/r/union-street-public-house,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Big Salads,2172626,Beet & Shrimp,"frisee, sliced poached red beet, spinach, shaved granny smith apple, candied pecan, choice of dressing",Dinner,16.0,2025-10-31,http://www.unionstreetpublichouse.com/,http://www.unionstreetpublichouse.com/,https://www.unionstreetpublichouse.com/menus,https://www.opentable.com/r/union-street-public-house,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Big Greek Bowls,1582412,Big Greek Bowls - Shrimp,null,Menu,18.95,2025-10-31,https://www.biggreekcafe.com,https://www.biggreekcafe.com,https://www.biggreekcafe.com/menu/,https://www.ubereats.com/store/the-big-greek-cafe-columbia/OJqNf84XVKSGDR2K-kYaqA,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
"""lunchy"" Things",2140291,Bistro Garden Chowder,"ratatouille, grilled crostini",Brunch,8.0,2025-10-31,https://www.lighthousebistro.org,https://www.lighthousebistro.org,https://masked.com/,https://www.opentable.com/r/the-light-house-bistro-annapolis,true,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Mac & Soups,764367,Broccoli Cheddar,creamy cheese soup with tender pieces of broccoli and carrots,Full Menu,6.29,2025-10-31,https://www.potbelly.com/,https://www.potbelly.com/,https://potbelly.com/locations/maryland/silver-spring,https://www.yelp.com/biz/potbelly-sandwich-shop-silver-spring,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Sides,1644896,Cabbage,null,Menu,15.59,2025-10-31,null,null,null,https://www.ubereats.com/store/rich-kitchen/4kMf3WWbTGqRiDwW00Se4Q,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Plant Based Entrees,1677645,Cabbage,cabbage and carrot stew served with a side of kik or yemsir wot,Main Menu,17.5,2025-10-31,http://www.letenarestaurant.com,http://www.letenarestaurant.com,http://www.letenarestaurant.com/menu.html,https://www.opentable.com/r/letena-ethiopian-restaurant-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Shrimp & Fish,857296,Camarones Al Ajillo,"sauteed egg batter shrimp in butter, garlic & lemon. served w/ rice & salad",Menu,24.95,2025-10-31,http://www.launionrestaurant.com,http://www.launionrestaurant.com,https://www.fastordernow.com/order/menu/launion?y_source=1_mjqzmty2mzatodywlwxvy2f0aw9ulm1lbnvfdxjs,https://www.opentable.com/r/la-union-arlington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Burgers & Sandwiches,1759150,Cheesburger Italian Spinach,"angus burger, with your choice of cheese. served with choice of side.",Full Menu,2.5,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Breakfast,826575,Cheesy Toasted Breakfast Burrito Bacon,"a grilled flour tortilla filled with flavorful bacon, fluffy cage-free eggs, and warm nacho cheese sauce. eggs are american humane society certified cage-free.",Full Menu,2.43,2025-10-31,http://www.tacobell.com,http://www.tacobell.com,https://www.tacobell.com/food/specialties/power-menu-bowl,https://www.yelp.com/biz/taco-bell-college-park,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Oven-baked Sandwiches,1986344,Chicken Bacon Ranch Sandwich,"grilled chicken breast topped with smoked bacon, creamy ranch and provolone cheese.",Menu,8.29,2025-10-31,https://www.dominos.com,https://www.dominos.com,null,https://www.ubereats.com/store/dominos-11937-georgia-ave/4zoubneXV3aK0A1u1CheYw,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Blended Scotch,1779147,Chivas Regal,null,Dessert Menu,12.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Sides,371843,Crispy French Fries - Side,null,Main Menu,3.0,2025-10-31,http://www.greenegrowlers.com/,http://www.greenegrowlers.com/,https://masked.com/,https://www.opentable.com/r/greene-growlers-gaithersburg,true,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Beverages,324535,Diet Coke,fountain beverage. a product of the coca-cola company.,Full Menu,2.59,2025-10-31,https://www.chick-fil-a.com/locations/va/garrisonville,https://www.chick-fil-a.com/locations/va/garrisonville,https://www.chick-fil-a.com/menu,https://www.yelp.com/biz/chick-fil-a-stafford,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Beverages,101093,Diet Coke,12 oz can,Full Menu,1.5,2025-10-31,https://www.labrasarockville.com,https://www.labrasarockville.com,https://www.labrasarockville.com/menu,https://www.yelp.com/biz/la-brasa-latin-cuisine-rockville,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Beverages,2253507,Diet Coke,(0 cal.),Full Menu,1.79,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Beverages,1148702,Diet Coke,null,Main Menu,2.0,2025-10-31,http://www.jekyllandhyderestaurant.com/,http://www.jekyllandhyderestaurant.com/,https://masked.com/,https://www.opentable.com/r/jekyll-and-hyde-restaurant,true,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Soft Drink,815449,Diet Coke,"a crisp, refreshing taste you know and love with zero calories.",Full Menu,4.0,2025-10-31,https://www.laosintown.com,https://www.laosintown.com,https://docs.wixstatic.com/ugd/3d46c9_12572da786314c7da5f2a1ed66e2965c.pdf,https://www.yelp.com/biz/laos-in-town-washington-3,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Drinks,764367,Diet Coke,20 oz. bottle,Full Menu,4.39,2025-10-31,https://www.potbelly.com/,https://www.potbelly.com/,https://potbelly.com/locations/maryland/silver-spring,https://www.yelp.com/biz/potbelly-sandwich-shop-silver-spring,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Drinks & Coffee,1167520,Diet Coke,enjoy a variety of soft drinks that pair perfectly with your meal!,Main Menu,3.49,2025-10-31,https://burgerking.com/store-locator/store/restaurant_4989,https://burgerking.com/store-locator/store/restaurant_4989,http://www.bk.com/menu/kids_meals,https://www.ubereats.com/store/burger-king-7988-crain-highway/Ha-xUlY1Tx6od1sIRUfx3w,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Soda,1152899,Diet Coke,null,Main Menu,3.0,2025-10-31,http://www.lemirch.com/,http://www.lemirch.com/,https://masked.com/,https://www.opentable.com/r/le-mirch,true,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Soda,1230228,Diet Coke,null,Menu,1.5,2025-10-31,null,null,null,https://www.ubereats.com/store/halal-grill-factory/4xvFflwnXeCLjryMS0lxig,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Soft Drinks,762561,Diet Coke,null,Full Menu,3.99,2025-10-31,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://www.checkers.com/food/,https://www.yelp.com/biz/checkers-glen-burnie-2,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Can Soda,1644896,Diet Coke,null,Drinks,2.39,2025-10-31,null,null,null,https://www.ubereats.com/store/rich-kitchen/4kMf3WWbTGqRiDwW00Se4Q,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Beverages,2118973,Diet Coke (20 Oz. Bottle),"a crisp, refreshing taste you know and love with zero calories.",Full Menu,4.2,2025-10-31,https://californiatortilla.com,https://californiatortilla.com,https://californiatortilla.com/menu/,https://www.yelp.com/biz/california-tortilla-potomac,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Loose Leaf Tea,1704403,Earl Grey,null,Breakfast,7.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
