restaurant_name,country,city,address,formatted_address,latitude,longitude,state_or_province,restaurant_extraction_date,zip_or_postal_code,style,cuisines,restaurant_type,rating_value,review_count,phone,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,price_range,takeout,alcohol_service,waiter_service,owner_verification,menu_source,source_restaurant_name,menu_last_updated_by_source,restaurant_source,yelp_menu_provider,restaurant_object_key,distance,app_filter,airport,catering_service,datetime_timestamp
Celtic Crossing Irish Pub & Restaurant,United States Of America,MEMPHIS,"903 S Cooper,, Tn, Memphis, 38104, United States",903 S Cooper,35.12093,-89.99131,TENNESSEE,2026-02-28,38104,Dining Bar,"dining bar, british, sandwiches, irish, pubs, bar, pub, dining and drinking, american",Fine Dining,4.4,0,+1 901-274-5151,http://www.celticcrossingmemphis.com/,http://www.celticcrossingmemphis.com/,https://www.celticcrossingirishpub.com/#menus,$$,No,No,Yes,,https://www.toasttab.com/local/order/celtic-crossing-irish-pub-restaurant-903-s-cooper-st/r-d181bb58-da8c-444b-a771-d03d187de1b6,Celtic Crossing Irish Pub & Restaurant,,toasttab,,2358927,5.475396224387966,true,MEM,,2026-03-07T05:19:15.522Z
French Truck Coffee Madison Avenue,United States Of America,MEMPHIS,732 Madison Ave,732 Madison Ave,35.14081,-90.0367,TENNESSEE,2026-02-28,38103,Coffee Roasteries,"coffee roasteries, coffee & tea, cafe, coffee, and tea house, dining and drinking, coffee shop, american",Casual Dining,,0,+1 901-458-5599,https://frenchtruckcoffee.com,https://frenchtruckcoffee.com,,$,No,No,Yes,,https://www.toasttab.com/local/order/french-truck-coffee-madison-ave-732-madison-ave-suite-101/r-70760e75-c0e5-4621-a377-b963caf48583,French Truck Coffee Madison Avenue,,toasttab,,664026,7.587708582624715,true,MEM,,2026-03-07T05:19:15.522Z
Southavens Best Italia pizza cafe,United States Of America,SOUTHAVEN,1306 Goodman Road East,1306 Goodman Road East,34.96303,-89.96704,MISSISSIPPI,2026-02-28,38671,Italian,italian,,,0,+1 662-470-5191,,,,$$,No,Yes,Yes,,https://www.toasttab.com/local/order/italia-pizza-cafe-llc-n-a/r-64c4fb43-361f-414d-b841-a9a8561855a9,Southavens Best Italia pizza cafe,,toasttab,,419470,5.499966021034957,true,MEM,,2026-03-07T05:19:15.522Z
Los Alebrijes LLC,United States Of America,ATOKA,"114 Atoka, Munford Rd","114 Atoka, Munford Rd",35.44436,-89.78654,TENNESSEE,2026-02-28,38004,Tacos,"tacos, mexican, dining and drinking, mexican restaurant, restaurant",,,0,+1 901-622-0161,,,,$$,No,Yes,Yes,,https://www.toasttab.com/local/order/los-alebrijes-llc-114-atoka-munford-rd/r-0e73ed39-b470-41d1-a179-1827c26c80ff,Los Alebrijes LLC,,toasttab,,424375,29.722205691347565,true,MEM,,2026-03-07T05:19:15.522Z
Tamboli's Pasta & Pizza,United States Of America,MEMPHIS,"1761 Madison Ave,, Tn, Memphis, 38104, 6415, United States",1761 Madison Ave,35.13784,-90.002675,TENNESSEE,2026-02-28,38104,Italian,"italian, italian restaurant, pizzeria, pasta shops, pizza bar, dining and drinking, restaurant, pizza",Casual Dining,4.6,0,+1 901-410-8866,http://www.tambolis.com/,http://www.tambolis.com/,https://tambolis.com/,$$,No,Yes,Yes,Updated 2 months ago,https://www.toasttab.com/local/order/tambolis-pasta-pizza-1761-madison-ave/r-05fbdc74-a687-4856-bb5b-138e02a4cc4b,Tamboli's Pasta & Pizza,,toasttab,,2413888,6.740916081142139,true,MEM,,2026-03-07T05:19:15.522Z
The Cajun Jerk,United States Of America,MEMPHIS,3113 South Third Street,3113 South Third Street,35.06391,-90.05962,TENNESSEE,2026-02-28,38109,Caribbean,caribbean,,,0,+1 901-730-0077,,,,$$,No,No,Yes,,https://www.toasttab.com/local/order/the-cajun-jerk-255-e-alston-ave-suite-1/r-2fffde7a-0585-4525-89d1-73ca04c895be,The Cajun Jerk,,toasttab,,1624389,4.930040186074739,true,MEM,,2026-03-07T05:19:15.522Z
Lennys Grill & Subs,United States Of America,LAKELAND,"8950 Highway 64 11, Lakeland, Tn",8950 Highway 64 11,35.2052795,-89.764393,TENNESSEE,2026-02-28,38002,Sandwiches,"sandwiches, sandwich, sandwich spot, deli, dining and drinking, fast food, american, restaurant",QSR,4.0,18,+1 901-379-2077,https://order.lennys.com/menu/lennys-grill-subs-46/,https://order.lennys.com/menu/lennys-grill-subs-46/,http://www.lennys.com/menu/,$$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g2058576-d857799-Reviews-Lennys_Grill_Subs-Lakeland_Tennessee.html,Lennys Grill & Subs,,tripadvisor,,2252680,16.44984866575582,true,MEM,,2026-03-07T05:19:15.522Z
Lennys Grill & Subs,United States Of America,HERNANDO,"2408 E Parkway 65, Hernando, Ms",2408 E Parkway 65,34.8254,-89.97994,MISSISSIPPI,2026-02-28,38632,Sandwiches,"sandwiches, sandwich spot, dining and drinking, fast food, american, restaurant",QSR,3.8,14,+1 662-449-1190,https://order.lennys.com/menu/lennys-grill-subs-65/,https://order.lennys.com/menu/lennys-grill-subs-65/,http://www.lennys.com/menu/,$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g43814-d860238-Reviews-Lennys_Grill_Subs-Hernando_Mississippi.html,Lennys Grill & Subs,,tripadvisor,,2415215,14.961322467098633,true,MEM,,2026-03-07T05:19:15.522Z
Dale's,United States Of America,SOUTHAVEN,"1226 Main St, Southaven, Ms 38671, 1430",1226 Main St,34.992175,-90.01175850000001,MISSISSIPPI,2026-02-28,38671,Burgers,"burgers, restaurant, sandwiches, southern food restaurant, dining and drinking, american, southern, salad",Casual Dining,4.0,276,+1 662-393-2060,http://www.dalesrestaurant.net/,http://www.dalesrestaurant.net/,,$$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g44028-d441025-Reviews-Dale_s-Southaven_Mississippi.html,Dale's,,tripadvisor,,1041250,3.9945967408980656,true,MEM,,2026-03-07T05:19:15.522Z
Las Tortugas Deli Mexicana,United States Of America,GERMANTOWN,"1215 S Germantown Rd, Germantown, Tn 38138, 2227",1215 S Germantown Rd,35.116004,-89.801939,TENNESSEE,2026-02-28,38138,New Mexican,"new mexican, latin american, mexican, latin, dining and drinking, delis, mexican restaurant, restaurant",Casual Dining,4.5,341,+1 901-751-1200,https://www.delimexicana.com/,https://www.delimexicana.com/,,$$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55065-d819383-Reviews-Las_Tortugas_Deli_Mexicana-Germantown_Tennessee.html,Las Tortugas Deli Mexicana,,tripadvisor,,1033455,11.12555099829837,true,MEM,,2026-03-07T05:19:15.522Z
The Greyhound,United States Of America,MEMPHIS,"201 Union Avenue Inside Hilton Garden Inn, Memphis, Tn",201 Union Avenue Inside Hilton Garden Inn,35.142148,-90.05032550000001,TENNESSEE,2026-02-28,38103,American,"american, bar, pub, dining and drinking",Casual Dining,3.9,7,+1 901-440-3221,https://www.hilton.com/en/hotels/memuagi-hilton-garden-inn-memphis-downtown-beale-street/dining/,https://www.hilton.com/en/hotels/memuagi-hilton-garden-inn-memphis-downtown-beale-street/dining/,,$$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d16671693-Reviews-The_Greyhound-Memphis_Tennessee.html,The Greyhound,,tripadvisor,,2474787,8.042427895488654,true,MEM,,2026-03-07T05:19:15.522Z
SOB East,United States Of America,MEMPHIS,"5040 Sanderlin Ave, Memphis, Tn",5040 Sanderlin Ave,35.117639999999994,-89.8944735,TENNESSEE,2026-02-28,38117,Burgers,"burgers, exclusive to eats, dining and drinking, salads, american, restaurant",Fine Dining,4.4,8,+1 901-818-0821,http://southofbeale.com/,http://southofbeale.com/,,$$,Yes,Yes,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d23550366-Reviews-SOB_East-Memphis_Tennessee.html,SOB East,,tripadvisor,,1575059,6.970274008629287,true,MEM,,2026-03-07T05:19:15.522Z
Lennys Grill & Subs,United States Of America,MEMPHIS,"4970 Raleigh Lagrange Road Covington Crossing, Memphis, Tn",4970 Raleigh Lagrange Road Covington Crossing,35.1953875,-89.897924,TENNESSEE,2026-02-28,38128,Sandwiches,"sandwiches, sandwich, american restaurant, dining and drinking, fast food, american, restaurant",QSR,4.8,7,+1 901-371-9979,https://order.lennys.com/menu/lennys-grill-subs-11/,https://order.lennys.com/menu/lennys-grill-subs-11/,http://www.lennys.com/menu/,$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d3361002-Reviews-Lennys_Grill_Subs-Memphis_Tennessee.html,Lennys Grill & Subs,,tripadvisor,,2176092,11.449570340942024,true,MEM,,2026-03-07T05:19:15.522Z
Jack Pirtle Fried Chicken,United States Of America,MEMPHIS,"890 Thomas St, Memphis, Tn 38107, 2542",890 Thomas St,35.165535,-90.036213,TENNESSEE,2026-02-28,38107,Fried Chicken Joint,"fried chicken joint, dining and drinking, fast food, american, wings, restaurant",QSR,2.3,3,+1 901-527-7790,http://www.jackpirtleschicken.com/,http://www.jackpirtleschicken.com/,,$$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d441115-Reviews-Jack_Pirtle_Fried_Chicken-Memphis_Tennessee.html,Jack Pirtle Fried Chicken,,tripadvisor,,2521347,9.132893446765145,true,MEM,,2026-03-07T05:19:15.522Z
Sekisui East,United States Of America,MEMPHIS,"50 Humphrey'S Blvd, Memphis, Tn",50 Humphrey'S Blvd,35.098865,-89.840349,TENNESSEE,2026-02-28,38138,Asian Fusion,"asian fusion, sushi, sushi bars, family friendly, sushi restaurant, japanese restaurant, asian restaurant, japanese, dining and drinking, seafood, asian, restaurant, group friendly",Casual Dining,4.0,37,+1 901-747-0001,http://www.sekisuiusa.com/web/index.php/east,http://www.sekisuiusa.com/web/index.php/east,,$$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d471430-Reviews-Sekisui_East-Memphis_Tennessee.html,Sekisui East,,tripadvisor,,1047195,8.650530267790804,true,MEM,,2026-03-07T05:19:15.522Z
B J's Buffalo Style Hot Wings,United States Of America,MEMPHIS,"3824 Elvis Presley Blvd, Memphis, Tn 38116, 5144",3824 Elvis Presley Blvd,35.04442,-90.02474,TENNESSEE,2026-02-28,38116,Barbecue,"barbecue, wings joint, chicken wings, dining and drinking, fast food, restaurant",QSR,3.8,20,+1 901-396-4688,http://www.bjsbuffalostylewings.com,http://www.bjsbuffalostylewings.com,,$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d476444-Reviews-B_J_s_Buffalo_Style_Hot_Wings-Memphis_Tennessee.html,B J's Buffalo Style Hot Wings,,tripadvisor,,121611,2.7287589808952015,true,MEM,,2026-03-07T05:19:15.522Z
American Deli,United States Of America,MEMPHIS,"3243 Jackson Ave Memphis, Tn",3243 Jackson Ave,35.16474,-89.952231,TENNESSEE,2026-02-28,38122,Sandwiches,"sandwiches, latin american restaurant, american restaurant, wings joint, dining and drinking, chicken, south american restaurant, delis, fried chicken, american, wings, restaurant",,4.123392612859077,2000,+1 901-590-2407,https://americandeli.com,https://americandeli.com,,$$,Yes,No,Yes,,https://www.ubereats.com/store/american-deli/ENZrnbZhXNWfpfMQ77SOew,American Deli,,ubereats,,913122,8.545215865880305,true,MEM,,2026-03-07T05:19:15.522Z
Another Broken Egg Cafe,United States Of America,MEMPHIS,"65 S Highland St, Memphis, Tn 38111, 4609",65 S Highland St,35.130105,-89.946112,TENNESSEE,2026-02-28,38111,Sandwiches,"sandwiches, breakfast & brunch, breakfast &amp; brunch, cafes, dining and drinking, american, breakfast spot",Casual Dining,4.1,78,+1 901-623-7122,https://www.anotherbrokenegg.com/locations/memphis-tn-south-highland/,https://www.anotherbrokenegg.com/locations/memphis-tn-south-highland/,https://anotherbrokenegg.com/sites/default/files/menus/another-broken-egg-cafe-menu-memphis-highland.pdf,$$,Yes,No,Yes,,https://www.ubereats.com/store/another-broken-egg-cafe-memphis-highlands/pxBQ_7x0VcCJGPwGjw0jNw,Another Broken Egg Cafe,,ubereats,,2249767,6.287794253882934,true,MEM,,2026-03-07T05:19:15.522Z
Applebee's,United States Of America,WEST MEMPHIS,"208 S Service Rd, West Memphis, Ar 72301, 1747",208 S Service Rd,35.168485000000004,-90.18809999999999,ARKANSAS,2026-02-28,72301,Burgers,"burgers, american restaurant, sports bars, family meals, dining and drinking, bar, american, wings, restaurant",Casual Dining,2.5,82,+1 870-735-4029,,,https://www.applebees.com/en/menu,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/applebees-208-west-service-road/E6tpxqQyXe2gwFxIzO0jXA,Applebee's,,ubereats,,820094,14.798305356410532,true,MEM,,2026-03-07T05:19:15.522Z
Arby's,United States Of America,MEMPHIS,"975 Union Ave, Memphis, Tn",975 Union Ave,35.137595000000005,-90.02914,TENNESSEE,2026-02-28,38104,Burgers,"burgers, sandwiches, sandwich, american restaurant, cheesesteak, desserts, dining and drinking, chicken, wraps, fast food, american, restaurant, fast food restaurant",QSR,3.4,14,+1 901-523-0910,http://www.arbys.com/locations/us/tn/memphis/975-union-ave/store-1473,http://www.arbys.com/locations/us/tn/memphis/975-union-ave/store-1473,https://arbys.com/our-menu/featured,$,Yes,No,Yes,,https://www.ubereats.com/store/arbys-975-union-ave/7JcWkGAUSZG2RRluwpfoaQ,Arby's,,ubereats,,808174,7.203181883609309,true,MEM,,2026-03-07T05:19:15.522Z
Arkansas Best Seafood Garden,United States Of America,FORREST CITY,2305 N Washington St,2305 N Washington St,35.031018,-90.7905275,ARKANSAS,2026-02-28,72335,Cajun,"cajun, caribbean, cajun and creole restaurant, dining and drinking, comfort food, restaurant",,,0,+1 870-630-8035,https://seafood-garden.business.site,https://seafood-garden.business.site,,$$,No,No,Yes,,https://www.ubereats.com/store/arkansas-best-seafood-garden/eFHT00oJRp-RDlr_tBuKRg,Arkansas Best Seafood Garden,,ubereats,,1214963,46.151054972170705,true,MEM,,2026-03-07T05:19:15.522Z
Baskin-Robbins,United States Of America,MEMPHIS,"85 S Highland St, Memphis, Tn",85 S Highland St,35.129289,-89.945678,TENNESSEE,2026-02-28,38111,Ice Cream Parlor,"ice cream parlor, desserts, ice cream and frozen yogurt, dining and drinking, ice cream & frozen yogurt, dessert shop, comfort food",QSR,3.0,2,+1 901-458-6031,https://locations.baskinrobbins.com/tn/memphis/85-s.-highland-st,https://locations.baskinrobbins.com/tn/memphis/85-s.-highland-st,,$,Yes,Yes,Yes,,https://www.ubereats.com/store/baskin-robbins-85-south-highland-street/w4dgBq67RdOaHDTU_pqK9A,Baskin-Robbins,,ubereats,,1067141,6.240614295169654,true,MEM,,2026-03-07T05:19:15.522Z
Beirut Grill,United States Of America,MEMPHIS,"5664 Los Gatos Drive, Apt 201","5664 Los Gatos Drive, Apt 201",35.0713,-89.87477,TENNESSEE,2026-02-28,38115,Mediterranean,"mediterranean, vegetarian, greek",Casual Dining,,0,+1 406-274-1599,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/beirut-grill/scUud5xbXL2ZAtZJLfZv1g,Beirut Grill,,ubereats,,1430612,6.1096281804940595,true,MEM,,2026-03-07T05:19:15.522Z
Big T &amp; Kay's Smokehouse,United States Of America,TUNICA RESORTS,Us 61,"Us 61, TUNICA RESORTS",34.83211,-90.27748,MISSISSIPPI,2026-02-28,38664,American,"american, soul food, comfort food",Casual Dining,5.0,4,+1 662-367-2323,,,,$$$,Yes,No,Yes,,https://www.ubereats.com/store/big-t-%26-kays-smokehouse/qHldnSKdWY2jHlSSD-12-g,Big T &amp; Kay's Smokehouse,,ubereats,,1908191,22.400306961522066,true,MEM,,2026-03-07T05:19:15.522Z
Boba Cream,United States Of America,HERNANDO,"131 W Commerce St Hernando, Ms",131 W Commerce St,34.823245,-89.991755,MISSISSIPPI,2026-02-28,38632,Bubble Tea,"bubble tea, asian fusion, desserts",,,0,+1 616-502-4142,http://msbobacream.com,http://msbobacream.com,,$,Yes,No,Yes,Verified over 3 months ago,https://www.ubereats.com/store/boba-cream/znyI8073WsyBoDBgqvTwfw,Boba Cream,,ubereats,,2568292,15.132972631544558,true,MEM,,2026-03-07T05:19:15.522Z
Burger King,United States Of America,MEMPHIS,"1027 Union Ave, Memphis, Tn 38104, 3139",1027 Union Ave,35.13746,-90.027218,TENNESSEE,2026-02-28,38104,Burgers,"burgers, dining and drinking, burger, fast food, american, restaurant, fast food restaurant",QSR,2.3,3,+1 901-526-6596,https://burgerking.com/store-locator/store/6596,https://burgerking.com/store-locator/store/6596,http://www.bk.com/menu/kids_meals,$,Yes,No,Yes,,https://www.ubereats.com/store/burger-king-1027-union-ave/qi4phvRGQni4vkrKJrBKWw,Burger King,,ubereats,,1018530,7.150393034442832,true,MEM,,2026-03-07T05:19:15.522Z
Burger King,United States Of America,CORDOVA,"1765 N Germantown Parkway, Cordova, Tn 38016, 5092",1765 N Germantown Parkway,35.17408,-89.79364,TENNESSEE,2026-02-28,38016,Burgers,"burgers, dining and drinking, burger, fast food, american, restaurant, fast food restaurant",QSR,1.3,3,+1 901-758-1173,https://burgerking.com/store-locator/store/7811,https://burgerking.com/store-locator/store/7811,http://www.bk.com/menu/kids_meals,$,Yes,No,Yes,,https://www.ubereats.com/store/burger-king-1765-n-germantown-parkways/oLE0eykRRAGusyE4hEHVUw,Burger King,,ubereats,,2272674,13.779772812851906,true,MEM,,2026-03-07T05:19:15.522Z
Cajun King Seafood &amp; Grill,United States Of America,LAKELAND,9020 Highway 64,9020 Highway 64,35.205766,-89.7622385,TENNESSEE,2026-02-28,38002,Dining and Drinking,"dining and drinking, cajun, restaurant, seafood",,4.078571428571428,130,+1 901-383-9988,,,,$,No,No,Yes,,https://www.ubereats.com/store/cajun-king-seafood-%26-grill/UsjroY6-RaeP7j0cEAHbHA,Cajun King Seafood &amp; Grill,,ubereats,,1219622,16.56200405033794,true,MEM,,2026-03-07T05:19:15.522Z
Captain D's,United States Of America,MEMPHIS,"1690 Union Ave, Memphis, Tn 38104, 6129",1690 Union Ave,35.136,-90.0050415,TENNESSEE,2026-02-28,38104,Seafood Restaurant,"seafood restaurant, fish and chips shop, family meals, dining and drinking, seafood, fast food, american, fish and chips, restaurant, fast food restaurant",QSR,2.3,7,+1 901-274-8979,http://www.captainds.com,http://www.captainds.com,,$,Yes,No,Yes,,https://www.ubereats.com/store/captain-ds-1690-union-ave/TzizCjJJR6qAbGC1Cgw5hg,Captain D's,,ubereats,,699815,6.648345865277444,true,MEM,,2026-03-07T05:19:15.522Z
Carrabba's Italian Grill,United States Of America,COLLIERVILLE,"4600 Merchants Park Circle Ste 141, Collierville, Tn",4600 Merchants Park Circle Ste 141,35.023075000000006,-89.721,TENNESSEE,2026-02-28,38017,Italian,"italian, italian restaurant, pizzeria, family meals, dining and drinking, seafood, restaurant",Casual Dining,3.8,112,+1 901-854-0200,https://locations.carrabbas.com/tennessee/collierville/4600-merchants-park-circle,https://locations.carrabbas.com/tennessee/collierville/4600-merchants-park-circle,https://www.carrabbas.com/menu/collierville/category/0,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/carrabbas-4600-merchants-park-circle-ste-141/BdYW7smgScmQXWzj2YOWLg,Carrabba's Italian Grill,,ubereats,,1796096,14.558007350321395,true,MEM,,2026-03-07T05:19:15.522Z
DDJ's Wingz and Thingz,United States Of America,MEMPHIS,3558 South Mendenhall Road,3558 South Mendenhall Road,35.05172,-89.88569,TENNESSEE,2026-02-28,38115,American,"american, wings, fast food",QSR,,0,+1 901-481-0893,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/ddjs-wingz-and-thingz/zwuooXPjUemV3dmmMEz5Dg,DDJ's Wingz and Thingz,,ubereats,,1429819,5.197468919606313,true,MEM,,2026-03-07T05:19:15.522Z
Dixie King,United States Of America,MEMPHIS,811 S Highland St,811 S Highland St,35.10948,-89.94645,TENNESSEE,2026-02-28,38111,American,"american, burgers, sandwiches",Casual Dining,4.0,10,+1 901-603-7002,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/dixie-king/o4zHzpzmUCiuKYLoy0xiLA,Dixie King,,ubereats,,2056032,4.929892657523743,true,MEM,,2026-03-07T05:19:15.522Z
Domino's Pizza,United States Of America,SOUTHAVEN,"460 Church Road, Southaven, Ms",460 Church Road,34.9346725,-89.9824,MISSISSIPPI,2026-02-28,38671,Sandwiches,"sandwiches, pizzeria, family meals, chicken wings, dining and drinking, fast food, american, wings, restaurant, pizza",QSR,3.5,6,+1 662-536-3636,https://www.dominos.com/en/,https://www.dominos.com/en/,,$,No,Yes,Yes,,https://www.ubereats.com/store/dominos-460-church-rd-e/ajWIGDBnVQCC9JGJ_Q-rUQ,Domino's Pizza,,ubereats,,1955341,7.434699826491594,true,MEM,,2026-03-07T05:19:15.522Z
Domino's Pizza,United States Of America,MEMPHIS,"5475 Poplar Ave, Memphis, Tn",5475 Poplar Ave,35.105787500000005,-89.8791745,TENNESSEE,2026-02-28,38119,Sandwiches,"sandwiches, pizzeria, family meals, chicken wings, dining and drinking, fast food, american, wings, restaurant, pizza",QSR,5.0,2,+1 901-267-5555,https://www.dominos.com/en/,https://www.dominos.com/en/,,$,No,No,Yes,,https://www.ubereats.com/store/dominos-5475-poplar-ave/JdI_UYybVIus1k-IR4cnDA,Domino's Pizza,,ubereats,,1955378,7.043534259378358,true,MEM,,2026-03-07T05:19:15.522Z
DWJ Korean BBQ,United States Of America,MEMPHIS,"551 S Highland St Memphis, Tn",551 S Highland St,35.11653,-89.945969,TENNESSEE,2026-02-28,38111,Korean Restaurant,"korean restaurant, korean, bbq, asian restaurant, dining and drinking, asian, barbeque, restaurant",Casual Dining,,0,+1 901-249-2214,http://dwjkoreanbbqmemphis.restaurant-facilities.com,http://dwjkoreanbbqmemphis.restaurant-facilities.com,,$,Yes,No,Yes,,https://www.ubereats.com/store/dwj-korean-bbq/EYeEb4ftX8S9DxHhNqtFjQ,DWJ Korean BBQ,,ubereats,,2516723,5.396974508441657,true,MEM,,2026-03-07T05:19:15.522Z
Exclusive Foods,United States Of America,MEMPHIS,6454 Kirby Trees Drive,6454 Kirby Trees Drive,35.05768,-89.84809,TENNESSEE,2026-02-28,38115,American,"american, sandwiches, hot dog",Casual Dining,,0,,,,,$,Yes,Yes,Yes,,https://www.ubereats.com/store/exclusive-foods/boT9fF0RUtq3kDMdkr_m0w,Exclusive Foods,,ubereats,,1434560,7.364624878661684,true,MEM,,2026-03-07T05:19:15.522Z
Exlines' Best Pizza In Town,United States Of America,MEMPHIS,"3375 Elvis Presley Blvd, Memphis, Tn 38116, 3257",3375 Elvis Presley Blvd,35.05658,-90.0250645,TENNESSEE,2026-02-28,38116,Italian,"italian, burgers, exclusive to eats, pizzeria, sandwich, dining and drinking, restaurant, pizza",Casual Dining,3.3,32,+1 901-396-1339,http://www.exlinespizza.com/whitehaven.php,http://www.exlinespizza.com/whitehaven.php,https://www.exlinespizza.com/locations-menu,$$,Yes,No,Yes,,https://www.ubereats.com/store/exlines-best-pizza-in-town-elvis-presley-blvd/3GRBlQiXQ_aj_r3C-YeclA,Exlines' Best Pizza In Town,,ubereats,,1798288,2.911949034335365,true,MEM,,2026-03-07T05:19:15.522Z
Family Market,United States Of America,MEMPHIS,"533 N 5Th St, Store","533 N 5Th St, Store",35.15792,-90.04231,TENNESSEE,2026-02-28,38105,American,"american, wings, sandwiches",Casual Dining,3.9108910891089126,93,+1 901-922-5270,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/family-market/tbnb439zQ6uXHhNmGy7oBA,Family Market,,ubereats,,1227588,8.787802025582295,true,MEM,,2026-03-07T05:19:15.522Z
Farm Burger Memphis,United States Of America,MEMPHIS,"1350 Concourse Avenue 175, Memphis, Tn 38104, 7022",1350 Concourse Avenue 175,35.152165,-90.0134415,TENNESSEE,2026-02-28,38104,Burgers,"burgers, vegan and vegetarian restaurant, burger joint, sandwich, gluten-free, dining and drinking, american, restaurant",Casual Dining,4.3,29,+1 901-512-8740,,,https://farmburgermemphis.hrpos.heartland.us/menu,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/farm-burger-memphis/wn9IDd35RGmlsJnbtbvEow,Farm Burger Memphis,,ubereats,,2251479,7.847035881999005,true,MEM,,2026-03-07T05:19:15.522Z
Firehouse Subs,United States Of America,MEMPHIS,"5062 Park Ave, Memphis, Tn 38117, 5709",5062 Park Ave,35.10772849999999,-89.8932995,TENNESSEE,2026-02-28,38117,Sandwiches,"sandwiches, sandwich, sandwich spot, deli, dining and drinking, delis, fast food, restaurant",QSR,4.5,15,+1 901-763-3066,http://order.firehousesubs.com/menu,http://order.firehousesubs.com/menu,http://order.firehousesubs.com/menu?service-mode=TAKEOUT&store-number=371,$,Yes,No,Yes,,https://www.ubereats.com/store/firehouse-subs-east-gate-371/oyvg6LAVQ7-bQrKVty--Tw,Firehouse Subs,,ubereats,,1228007,6.526293012564495,true,MEM,,2026-03-07T05:19:15.522Z
Firehouse Subs,United States Of America,OLIVE BRANCH,"5338 Goodman Rd Suite 11, Olive Branch, Ms 38654, 2092",5338 Goodman Rd Suite 11,34.96311,-89.895465,MISSISSIPPI,2026-02-28,38654,Sandwiches,"sandwiches, sandwich, sandwich spot, dining and drinking, delis, fast food, american, restaurant",QSR,3.8,5,+1 662-932-8190,http://order.firehousesubs.com/menu,http://order.firehousesubs.com/menu,http://order.firehousesubs.com/menu?service-mode=TAKEOUT&store-number=1494,$,Yes,No,Yes,,https://www.ubereats.com/store/firehouse-subs-wedgewood-commons-1494/LIk33Cd6SxGrWky3Qhayug,Firehouse Subs,,ubereats,,763751,7.1489238673746085,true,MEM,,2026-03-07T05:19:15.522Z
Five Guys,United States Of America,BARTLETT,"6600 Stage Road Suite 137, Bartlett, Tn",6600 Stage Road Suite 137,35.2070725,-89.84118,TENNESSEE,2026-02-28,38134,Burgers,"burgers, fast food restaurant, burger joint, sandwich, american restaurant, family meals, hot dog, dining and drinking, fast food, hot dogs, american, restaurant, snacks",QSR,4.4,24,+1 901-791-4545,https://restaurants.fiveguys.com/6600-stage-road,https://restaurants.fiveguys.com/6600-stage-road,http://www.fiveguys.com/menu,$,Yes,No,Yes,,https://www.ubereats.com/store/five-guys-6600-stage-rd-suite-137-tn-1473/ysV8lElrTiy9cuN31NAzNw,Five Guys,,ubereats,,796524,13.701229148307457,true,MEM,,2026-03-07T05:19:15.522Z
Fresh &amp; Ready from Kroger,United States Of America,SOUTHAVEN,3095 Goodman Rd E,3095 Goodman Rd E,34.96106,-89.93474,MISSISSIPPI,2026-02-28,38672,Specialty Foods,specialty foods,Casual Dining,4.666666666666667,21,+1 555-555-5555,,,,$$,No,No,Yes,,https://www.ubereats.com/store/fresh-%26-ready-from-kroger/w1EoswYNUqiMNjOQNWJRhA,Fresh &amp; Ready from Kroger,,ubereats,,2387173,6.092028561567067,true,MEM,,2026-03-07T05:19:15.522Z
Getties Kitchen,United States Of America,MEMPHIS,"5070 Raleigh Lagrange Rd Ste 30 Memphis, Tn",5070 Raleigh Lagrange Rd Ste 30,35.19367,-89.89415,TENNESSEE,2026-02-28,38134,Sandwiches,"sandwiches, breakfast & brunch, american, salad, breakfast and brunch",,,0,+1 901-713-5425,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/getties-kitchens/_Cbt3HX5RkajaaWczsH6GA,Getties Kitchen,,ubereats,,2182521,11.426402615770797,true,MEM,,2026-03-07T05:19:15.522Z
